id,survey_type,province,city,county,gender,nationality,religion,religion_freq,edu,edu_status,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_edu,f_political,f_work_14,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,survey_year,survey_hour,survey_week_day,age,has_edu_yer,edu_age,s_age,f_age,m_age,marital_1st_age,marital_now_age,if_exp_inc
26,1,26,76,116,2,1.0,1.0,1.0,4.0,4.0,20000.0,1.0,80.0,0,1,0,0,0,0,0,0,0,156,100,4.0,4.0,4.0,2,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,1,2.0,26.0,1.0,4.0,1.0,2.0,2.0,2.0,60000.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,4.0,1.0,2.0,30000.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,80000.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,85.0,85.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,2015,17,5,45,1,14.0,48.0,65.0,62.0,23.0,23.0,0
27,1,17,48,80,2,1.0,1.0,1.0,4.0,4.0,19200.0,1.0,117.0,0,0,1,0,0,0,0,0,0,161,126,4.0,5.0,3.0,1,2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,6.0,8.0,4.0,3.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,100000.0,1.0,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0.0,2.0,0.0,3,6.0,1.0,1.0,100000.0,1.0,2.0,1.0,12.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,30000.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,-1.0,1.0,5.0,3.0,80.0,67.0,66.57144233548512,40.0,30.0,40.0,68.70671210830257,60.0,70.04335889425353,2015,10,3,49,1,18.0,47.0,81.0,78.0,22.0,2.0,0
28,1,31,88,133,2,1.0,1.0,1.0,4.0,4.0,10000.0,1.0,79.0,0,1,0,0,0,0,0,0,0,158,140,3.0,3.0,3.0,2,1.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,5.0,6.0,4.0,5.0,3.0,5.0,3.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,20000.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,5.0,4.0,2.0,10000.0,1.0,5.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,30000.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2015,20,2,52,1,16.0,53.0,77.0,72.0,22.0,22.0,0
29,1,4,7,19,1,1.0,1.0,1.0,10.0,4.0,40000.0,2.0,140.0,0,0,0,0,0,0,0,0,1,183,135,4.0,4.0,3.0,1,3.0,1.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,7.0,2.0,6.0,2.0,4.0,1.0,7.0,3.0,1,5.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,40000.0,1.0,2.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,5.0,1.0,9.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,200000.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,60.0,40.0,40.0,40.0,50.0,40.0,60.0,80.0,70.0,2015,18,5,23,1,21.0,0.0,45.0,44.0,0.0,0.0,0
30,2,18,53,87,1,1.0,1.0,1.0,1.0,-1.0,3000.0,1.0,80.0,0,0,0,1,0,0,0,0,0,168,110,2.0,2.0,3.0,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,6.0,3.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,40000.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,1.0,0.0,3,1.0,1.0,1.0,1000.0,3.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,6000.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,3.0,3.0,3.0,3.0,2.0,5.0,80.0,79.0,89.0,78.0,80.0,68.0,80.0,80.0,79.0,2015,15,2,68,0,0.0,61.0,95.0,93.0,29.0,29.0,0
31,1,4,7,21,1,1.0,1.0,2.0,11.0,4.0,80000.0,1.0,57.0,0,0,0,0,1,0,0,0,0,171,146,4.0,4.0,3.0,2,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,4.0,1.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,6.0,6.0,2.0,4.0,6.0,4.0,8.0,-1.0,1,3.0,17.0,1.0,3.0,1.0,1.0,2.0,2.0,170000.0,2.0,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0.0,0.0,-1.0,3,10.0,1.0,2.0,110000.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,120000.0,4.0,3.0,-1.0,-1.0,4.0,3.0,3.0,5.0,3.0,3.0,-1.0,3.0,3.0,4.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,70.0,2015,15,5,36,0,0.0,28.0,74.0,67.0,33.0,33.0,0
32,1,27,80,120,2,1.0,1.0,1.0,4.0,2.0,20000.0,1.0,90.0,0,0,1,0,0,0,0,0,0,175,100,4.0,4.0,4.0,2,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,7.0,3.0,1,6.0,15.328795811518324,1.0,2.0,2.0,2.0,2.0,1.0,40000.0,2.0,4.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,4.0,1.0,2.0,20000.0,1.0,6.0,1.0,4.0,1.0,2.0,4.0,1.0,15.0,2.0,1.0,4.0,2.0,60000.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,-1.0,-1.0,3.0,1.0,3.0,60.0,60.0,70.0,70.0,60.0,70.0,60.0,70.0,60.0,2015,12,2,50,1,15.0,52.0,73.0,76.0,19.0,19.0,0
33,1,4,7,20,1,1.0,1.0,1.0,12.0,4.0,100000.0,1.0,70.0,0,1,0,0,0,0,0,0,0,170,120,2.0,2.0,2.0,2,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,-1.0,-1.0,1.0,4.0,10.0,10.0,10.0,5.0,5,-1.0,15.328795811518324,-1.0,-1.0,2.0,1.0,2.0,2.0,150000.0,3.0,4.0,1.0,2.0,0,0,0,1,0,0,0,0,0,2.0,3.0,0.0,3,3.0,1.0,2.0,30000.0,5.0,-1.0,-1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,150000.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0,3.0,5.0,90.0,85.0,70.0,70.0,70.0,80.0,80.0,85.0,90.0,2015,10,3,89,1,32.0,87.0,0.0,0.0,21.0,21.0,0
34,1,16,46,77,2,1.0,1.0,1.0,4.0,4.0,150000.0,1.0,240.0,0,0,1,0,0,0,0,0,0,168,98,5.0,4.0,4.0,1,1.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,-1.0,3.0,5.0,2.0,9.0,7.0,1,1.0,8.0,1.0,4.0,1.0,2.0,2.0,2.0,150000.0,2.0,2.0,0.0,2.0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,3,4.0,1.0,1.0,10000.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,100000.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,60.0,65.0,60.0,60.0,65.0,60.0,70.0,60.0,65.0,2015,19,0,28,1,15.0,28.0,50.0,48.0,18.0,18.0,1
35,2,9,21,43,2,1.0,0.0,3.0,1.0,-1.0,660.0,4.0,40.0,0,1,1,0,0,0,0,0,0,150,80,2.0,3.0,3.0,1,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,2.0,3.0,1.0,7.0,7.0,1.0,4.0,4.0,5.0,-1.0,3.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,10000.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,3.0,1.0,0.0,3,4.0,1.0,1.0,10000.0,3.0,-1.0,-1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,72466.43897578958,4.0,4.0,4.0,4.0,4.0,3.0,3.0,-1.0,4.0,-1.0,5.0,-1.0,2.0,5.0,70.0,80.0,80.0,80.0,80.0,80.0,70.0,80.0,80.0,2015,9,0,78,0,0.0,74.0,0.0,0.0,26.0,26.0,0
36,1,15,39,70,1,1.0,1.0,1.0,4.0,4.0,20000.0,1.0,25.0,0,0,0,0,0,0,0,0,1,172,150,4.0,3.0,3.0,1,3.0,2.0,2.0,2.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,2.0,5.0,6.0,4.0,2.0,2.0,3.0,-1.0,1,4.0,35.0,1.0,3.0,1.0,1.0,2.0,2.0,30000.0,1.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,3,4.0,1.0,1.0,10000.0,3.0,-1.0,-1.0,2.0,1.0,-1.0,1.0,1.0,-1.0,2.0,2.0,3.0,-1.0,36000.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,-1.0,4.0,3.0,40.0,20.0,20.0,50.0,0.0,30.0,40.0,60.0,30.0,2015,19,4,58,1,15.0,58.0,0.0,0.0,25.0,25.0,0
37,1,5,8,23,2,1.0,-1.0,1.0,-1.0,4.0,60000.0,1.0,70.0,0,0,1,0,0,0,0,0,0,165,105,5.0,4.0,4.0,2,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,5.0,6.0,3.0,1,3.0,30.0,1.0,3.0,1.0,1.0,2.0,2.0,80000.0,2.0,4.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,3,9.0,1.0,2.0,80000.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,100000.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,80.0,88.0,80.0,80.0,80.0,70.0,70.0,80.0,98.0,2015,11,3,46,0,0.0,54.0,0.0,0.0,24.0,24.0,0
38,1,26,75,115,1,1.0,1.0,1.0,6.0,4.0,15600.0,1.0,24.2,0,1,0,0,0,0,0,0,0,173,135,4.0,4.0,4.0,2,2.0,4.0,2.0,2.0,5.0,1.0,2.0,1.0,5.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,1,4.0,30.0,1.0,3.0,1.0,1.0,2.0,2.0,15600.0,1.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,6,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,-1.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,3000.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,2.0,4.0,60.0,70.0,70.0,60.0,70.0,70.0,60.0,60.0,60.0,2015,10,4,55,0,0.0,0.0,0.0,77.0,0.0,0.0,1
39,1,27,77,117,2,1.0,1.0,1.0,10.0,4.0,32805.33185371032,1.0,180.0,0,1,1,0,0,0,0,0,0,160,120,4.0,5.0,5.0,5,2.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,8.0,5.0,8.0,3.0,5,-1.0,15.328795811518324,-1.0,-1.0,2.0,2.0,1.0,2.0,72466.43897578958,4.0,3.0,1.0,1.0,0,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3,3.0,1.0,1.0,30662.25072738773,4.0,-1.0,-1.0,4.0,1.0,16.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,50000.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,80.0,80.0,90.0,80.0,70.0,80.0,80.0,90.0,60.0,2015,16,1,44,1,20.0,43.0,0.0,0.0,25.0,25.0,0
40,1,28,81,123,2,1.0,1.0,1.0,3.0,4.0,15000.0,1.0,180.0,0,1,1,1,0,0,0,0,0,160,105,5.0,4.0,4.0,5,1.0,4.0,3.0,2.0,5.0,1.0,4.0,2.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,1.0,1,3.0,15.0,1.0,3.0,1.0,1.0,2.0,2.0,35000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,2.0,0.0,3,6.0,1.0,4.0,20000.0,1.0,3.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,1.0,4.0,2.0,40000.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,80.0,80.0,80.0,80.0,70.0,80.0,80.0,80.0,80.0,2015,10,2,55,0,0.0,58.0,0.0,0.0,21.0,21.0,0
41,2,2,2,9,2,8.0,0.0,3.0,4.0,2.0,12000.0,1.0,300.0,0,0,1,0,0,0,0,0,0,169,120,4.0,3.0,3.0,1,1.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,6.0,6.0,6.0,6.0,1,8.0,26.0,1.0,4.0,1.0,1.0,2.0,2.0,35000.0,4.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,3,6.0,1.0,2.0,10000.0,1.0,3.0,1.0,1.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,20000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,2015,16,3,42,1,16.0,47.0,0.0,0.0,20.0,20.0,0
42,2,24,70,110,1,1.0,1.0,3.0,4.0,4.0,10000.0,1.0,15.0,0,1,0,0,0,0,0,0,0,160,122,3.0,3.0,3.0,1,1.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,7.0,4.0,4.0,4.0,2.0,5.0,1.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,10000.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,7,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,100000.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,5.0,85.0,90.0,70.0,70.0,70.0,70.0,85.0,90.0,90.0,2015,9,0,56,1,19.0,0.0,87.0,85.0,21.0,0.0,0
43,2,10,28,51,2,1.0,1.0,1.0,4.0,4.0,20000.0,1.0,90.0,0,1,0,0,0,0,0,0,0,162,115,3.0,3.0,4.0,1,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,30000.0,4.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,6.0,1.0,1.0,10000.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,50000.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,-1.0,-1.0,-1.0,2.0,4.0,70.0,60.0,70.0,70.0,80.0,50.0,70.0,70.0,70.0,2015,12,1,46,1,16.0,46.0,93.0,84.0,25.0,25.0,0
44,1,4,7,21,2,1.0,1.0,1.0,4.0,4.0,10000.0,1.0,56.0,0,0,1,0,0,0,0,0,0,159,115,3.0,5.0,5.0,2,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,5.0,5.0,2.0,1.0,5.0,1.0,-1.0,-1.0,1.0,1.0,5.0,5.0,7.0,5.0,1,3.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,20000.0,4.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3,6.0,1.0,2.0,0.0,5.0,-1.0,-1.0,3.0,1.0,11.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,50000.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2015,19,3,31,0,0.0,31.0,0.0,57.0,0.0,0.0,0
45,1,29,82,125,2,1.0,1.0,1.0,6.0,4.0,0.0,2.0,126.0,0,0,0,0,1,0,0,0,0,160,112,5.0,5.0,5.0,1,2.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,9.0,7.0,6,-1.0,15.328795811518324,-1.0,-1.0,2.0,2.0,2.0,2.0,60000.0,4.0,3.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,3.0,1.0,8.0,3.0,1.0,15.0,2.0,2.0,2.0,-1.0,72466.43897578958,3.0,3.0,4.0,4.0,4.0,-1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,80.0,80.0,60.0,70.0,60.0,80.0,80.0,90.0,90.0,2015,19,0,18,1,18.0,0.0,40.0,37.0,0.0,0.0,0
46,1,11,31,54,2,1.0,1.0,1.0,12.0,1.0,3000.0,2.0,200.0,0,0,0,0,1,0,0,0,0,167,120,4.0,3.0,3.0,2,1.0,3.0,3.0,2.0,4.0,5.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,1.0,3.0,3.0,4.0,5.0,5.0,6.0,3.0,3.0,2.0,5.0,3.0,6,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,70000.0,4.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,12.0,4.0,1.0,6.0,1.0,15.0,2.0,2.0,3.0,-1.0,100000.0,4.0,3.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,3.0,-1.0,4.0,1.0,4.0,70.0,70.0,65.0,65.0,50.0,80.0,80.0,75.0,80.0,2015,16,6,22,1,19.0,0.0,46.0,45.0,0.0,0.0,0
47,2,17,50,83,1,1.0,1.0,1.0,4.0,4.0,55000.0,2.0,200.0,0,0,0,0,1,0,0,0,0,170,125,5.0,5.0,4.0,1,1.0,2.0,2.0,1.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,1.0,3.0,3.0,4.0,6.0,6.0,1.0,4.0,3.0,2.0,9.0,2.0,1,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,80000.0,3.0,2.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,4.0,1.0,12.0,3.0,1.0,12.0,3.0,1.0,2.0,2.0,100000.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,90.0,80.0,70.0,50.0,70.0,80.0,60.0,70.0,70.0,2015,9,1,22,1,16.0,0.0,47.0,43.0,0.0,0.0,0
48,2,5,8,24,2,1.0,1.0,1.0,1.0,-1.0,5000.0,1.0,65.0,0,1,1,0,0,0,0,0,0,160,125,4.0,4.0,4.0,1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,6.0,2,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,10000.0,3.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,3,1.0,1.0,1.0,5000.0,2.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,15.0,2.0,2.0,3.0,2.0,8000.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,100.0,100.0,100.0,90.0,90.0,80.0,80.0,95.0,100.0,2015,9,3,60,0,0.0,60.0,82.0,80.0,23.0,23.0,0
49,1,17,48,80,1,1.0,1.0,1.0,3.0,4.0,20000.0,1.0,97.0,0,0,1,0,0,0,0,0,0,175,125,5.0,5.0,5.0,1,1.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,7.0,7.0,1.0,4.0,4.0,3.0,5.0,3.0,1,3.0,16.0,1.0,3.0,1.0,1.0,2.0,2.0,110000.0,5.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,2.0,0.0,3,3.0,1.0,1.0,4200.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,20000.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,80.0,80.0,80.0,80.0,80.0,100.0,70.0,80.0,100.0,2015,17,0,64,1,12.0,63.0,0.0,0.0,25.0,25.0,1
50,1,15,39,70,1,1.0,1.0,1.0,4.0,4.0,15000.0,1.0,50.0,0,1,1,0,0,0,0,0,0,170,130,5.0,4.0,4.0,2,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,2.0,1,3.0,30.0,1.0,3.0,1.0,1.0,2.0,2.0,30000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,6.0,2.0,2.0,15000.0,5.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,2.0,3.0,3.0,100000.0,3.0,-1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,-1.0,3.0,1.0,5.0,60.0,60.0,66.57144233548512,60.0,20.0,80.0,80.0,70.0,80.0,2015,16,5,54,1,17.0,54.0,0.0,0.0,23.0,23.0,0
51,1,12,32,56,2,1.0,1.0,1.0,1.0,-1.0,48000.0,1.0,100.0,0,1,0,0,0,0,0,0,0,155,100,4.0,4.0,5.0,5,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,-1.0,5.0,-1.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,72466.43897578958,2.0,3.0,10.0,2.0,0,1,0,0,0,0,0,0,0,0.0,3.0,0.0,7,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,48000.0,4.0,2.0,-1.0,-1.0,5.0,5.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,90.0,88.0,66.57144233548512,90.0,66.36057186573586,90.0,90.0,69.60936145622652,70.04335889425353,2015,17,2,82,0,0.0,0.0,0.0,0.0,0.0,0.0,1
